0.566667,5.76667,23.25,14.3333,44.0667,88.9833,59.45,42.3333,59.5167,49.2667,141.433,107.283,145.083,104.133,112.15,101.1,157.6,141.067,90,125.15,98.2333,144.4,131.05,147.533,114.15,139.333,125.167,80.4833,125.867,151.867,111.9,133.95,84.0333,108.1,162.05,147.317,96.8667,162.133,94.9667,158.65,98.1667,130.05,140.867,115.467,98.0167,175.6,137.383,203.2,107.483,86.55
5.75,0.766667,19.4333,10.7167,44.85,91,60.3,44.0667,59.5,49.6167,142.133,107.3,153.05,104.7,113.05,101.783,157.833,141.4,93.15,126.4,98.55,145.8,131.867,147.833,115.05,140.15,125.667,80.85,126.467,153.183,113.133,136.05,85.3,109.333,163.05,148.567,98.3833,163.4,96.1167,159.933,101.767,134.633,141.967,116.933,99.3667,177.15,138.617,158.35,108.683,87.85
9.43333,7.11667,0.383333,14.65,45.4167,91.3667,59.75,44.5333,60.3,49.7667,144.533,109.783,154.867,106.433,115.45,104.5,160.25,144.617,94.7167,128.85,100.75,148.183,134.633,150.867,118.117,142.733,128.35,82.7333,128.95,162.267,115.617,138.35,84.6333,111.767,164.833,151.133,100.5,165.267,98.1167,162.25,97.7333,136.833,144.05,119.033,101.75,179.25,140.683,149.95,110.7,89.55
14.75,11.8167,15.25,0.333333,50.3,99.9833,66.0167,48.65,64.7167,55.15,148.45,113.117,168.8,110.05,119.117,108.283,163.483,148.017,98.3833,132.25,104.133,151.933,137.933,154.267,121,145.983,136.833,84.95,131.817,174.967,119.15,140.117,92.75,115.35,168.283,154.517,104.2,168.433,101.133,165.317,101.567,140.317,147.367,122.75,121.967,182.45,144.3,163.967,113.75,94.9667
50.1167,51.1,60.0333,56.8833,0.75,79.9667,40.1333,45.2,42.1833,29.8333,130.433,86.4333,133.783,86.05,105.167,89.7,137.767,121.6,77.2333,114.017,75.35,163.017,111.767,127.883,92.3,119.817,103.3,62.75,105.667,135.083,99.5833,113.933,61.9667,95.7833,142.383,135.183,82.25,143.167,77.2,139.583,76.75,117.917,121.433,104.867,90.4,157.45,126.217,136.017,87.2333,68.75
84.7667,96.2,102.917,101.967,80.85,2.41667,70.1333,53.2833,73.0167,75.2667,127.967,103.567,131.35,87.4167,96.5833,87.2,151.517,138.433,82.8333,111.683,96.2167,131.15,129.517,145.433,112.2,137.333,123.25,83.5833,124.167,145.15,97.2333,132.25,78.1167,93.4333,159.467,132.85,83.9833,160.35,105.933,153.633,85.7167,120.067,138.517,102.317,66.3833,163.55,123.917,133.667,105.817,83.5333
66.55,77.5333,82.8667,79.5,45.25,71.2833,0.383333,49.9833,17.9,38.5,99.7333,65.35,104.75,51.3,75.3,60.1667,111.983,95.6167,52.3833,84.9167,53.25,104.15,85.8667,101.967,69.1,93.8333,80.65,36.1667,78.9667,110.583,71.7333,88.4167,37.95,67.3333,116.85,106.383,57.75,117.6,49.3667,114.05,57.95,93.3833,95.55,75.7167,70.4,131.817,96.9333,107.15,62.85,42.1
36.85,39.5667,56.4833,47.5833,47.3333,55,45.9167,0.666667,40.5167,49.0667,113.95,103.583,117.633,75.8167,88.45,73.6,129.15,112.7,68.55,97.5667,86.35,115.867,102.717,118.95,86.45,110.95,124.35,57.3333,115.383,123.533,84.1667,106,69.7,80.2,133.567,119.533,69.3,134.317,82.7667,130.8,67.9833,105.5,112.5,87.4833,65.8333,148.733,110.133,120.017,97.05,57.05
59.6833,60.6833,74.0833,66.8333,37.6667,66,17.1167,41.6167,0.116667,30.9333,96.9333,66.7833,100.567,50.1833,65.6167,55.8667,121.267,98.4,42.7667,80.75,61.5667,100.083,88.6667,105.017,71.75,96.7,97.4833,38.5667,88.0167,106.3,67.2333,91.2167,47.2,62.5333,119.933,101.983,52.7833,120.6,52.8833,116.5,50.65,89.45,98.4333,71.55,64.45,134.817,92.8167,103.2,72.0333,44.9
55.9333,57.3,69.5333,63.6667,22.55,73.9333,31.7333,40.6,31.0333,0.033333,119.95,77.9333,123.45,75.6333,90.1667,79.35,127.867,110.917,68.5667,103.667,67.25,153.433,101.4,117.583,84.3,109.75,94.5167,51.3,94.7667,129.55,89.9333,104.033,52.2167,85.9833,132.233,125.533,75.95,132.9,65.65,129.45,67.85,112.583,111.033,94.4167,85.1333,147.167,115.9,125.867,76.6667,57.1333
